Name,Total
Breno Bemposta,232.0
B. Capon,296.0
C. Hudson-Odoi,316.0
Ruiz de Galarreta,267.0
V. Osimhen,283.0
Mauro Júnior,305.0
M. Casierra,311.0
L. Cáceda,223.0
B. Nieuwkoop,283.0
M. Cash,312.0
P. Huntington,177.0
A. Paločević,288.0
L. Sequeira,279.0
A. Bouka Moutou,276.0
I. Saadi,271.0
J. Shackell,215.0
D. Wheater,191.0
L. Tomlin,258.0
N. Viola,270.0
O. Shevchenko,147.0
Marlinito Dias,234.0
Marc Cardona,291.0
J. Rivierez,250.0
A. Crescenzi,306.0
José Arnáiz,324.0
L. Giannetti,243.0
R. Boffin,232.0
R. Ramírez,292.0
D. von Ballmoos,204.0
T. Carson,226.0
T. Tawatha,299.0
J. Martins Pereira,251.0
P. Gallagher,237.0
M. Morrison,222.0
C. Fierro,330.0
Bruno Moreira,245.0
F. Ayité,317.0
F. Zuculini,274.0
J. Morrow,275.0
Vítor Gonçalves,279.0
Wei Shihao,305.0
J. Cuffaut,286.0
Y. Touzghar,292.0
L. Evans,232.0
Luan Sendeiro,261.0
Iriome,295.0
J. Cortés,270.0
E. Bologna,199.0
A. Batalla,193.0
M. Formica,279.0
J. Robinson,287.0
Matheus Cunha,289.0
M. George,309.0
Nino,271.0
X. Kouassi,294.0
G. Kerk,324.0
J. Bacuna,275.0
Y. Boli,290.0
Lasure,269.0
J. Van Rankin,296.0
S. Luperto,230.0
Pita,187.0
Dani Jiménez,238.0
J. Williams,284.0
Philipe Sampaio,195.0
D. Sow,285.0
Sevinho Santos,264.0
M. Pajač,290.0
J. Domínguez,266.0
J. Wurtz,282.0
Derley,271.0
C. Coosemans,204.0
Gabriel Xavier,284.0
H. Moukoudi,213.0
N. Dyer,314.0
H. Menosse,211.0
César Arzo,212.0
M. Manotas,289.0
Waguininho,293.0
A. Jędrzejczyk,270.0
C. Diandy,266.0
J. Toledo,219.0
W. Zahibo,237.0
J. Dudziak,313.0
P. Franco,249.0
R. Jenssen,289.0
Dodô,343.0
M. Donald,263.0
A. Sissoko,279.0
Renato Chaves,226.0
M. Odubajo,304.0
W. Vaulks,253.0
Y. Al Shehri,281.0
D. Cerén,232.0
E. Arango,314.0
C. Mandanne,317.0
C. Traoré,274.0
F. Acuña,310.0
D. Aleksić,281.0
L. Boyce,271.0
J. Scowen,264.0
J. Murillo,351.0
J. San Román,264.0
S. Štilić,266.0
M. Yıldırım,140.0
Gus Ledes,282.0
R. Alioui,272.0
V. Huerta,203.0
S. Kaya,259.0
S. Delev,328.0
K. Ehizibue,308.0
D. Larsson,316.0
B. Urribarri,324.0
D. Williams,269.0
J. García,170.0
L. Cattermole,236.0
P. Álvarez,262.0
A. Putsila,277.0
K. Kanatsızkuş,256.0
Momo,249.0
E. Godoy,245.0
C. Bovo,192.0
J. Meredith,281.0
B. Henning,313.0
O. Petrák,280.0
B. Röcker,160.0
R. Cardozo,294.0
M. Duelund,299.0
M. Seuntjens,269.0
Nilson Padilho,295.0
G. Gómez,280.0
Dai Lin,237.0
M. Budimir,238.0
Javi Lara,248.0
Alef,239.0
J. Palacios,312.0
C. Henao,202.0
C. Yambéré,215.0
O. Dramé,330.0
S. Michel,316.0
S. Özcan,265.0
M. Correia,255.0
J. Harrison,308.0
F. Diabaté,302.0
E. Torres,290.0
R. Improta,317.0
N. Hauptmann,301.0
A. Bouhaddouz,254.0
S. Ubilla,322.0
Francisco Ramos,259.0
J. Roa,289.0
K. N'Doram,242.0
J. Torunarigha,254.0
C. Deac,275.0
Marc Gual,258.0
B. Samudio,286.0
S. Bassong,248.0
S. Manolev,284.0
A. Letellier,178.0
I. Ezekiel,342.0
C. Oliveira Souza,310.0
J. Palmieri,283.0
M. Larrondo,226.0
J. Colback,258.0
T. Kister,214.0
N. Omladič,284.0
P. Cuadra,325.0
I. Plastun,185.0
W. Dutoit,210.0
M. Matvienko,270.0
A. Chatzigiovanis,294.0
M. Ardemagni,279.0
A. Pearce,190.0
E. Imorou,285.0
M. Franke,198.0
F. Falco,318.0
L. Villalba,299.0
Tiago Lopes,289.0
Diogo Viana,309.0
M. El Kabir,283.0
O. Nguette,316.0
A. Engin,308.0
J. Ortiz,268.0
S. Khelifi,322.0
J. Reine-Adélaïde,309.0
K. Kronholm,170.0
N. Ninković,264.0
M. Gakpa,301.0
Eber Bessa,298.0
C. Valencia,278.0
B. Mokulu,289.0
D. Johnson,302.0
D. Marney,242.0
M. Kieftenbeld,265.0
P. Heise,288.0
A. Rudko,144.0
L. Mchedlidze,246.0
H. Al Moqahwi,259.0
S. Fletcher,247.0
K. Danso,254.0
C. Tiffert,242.0
T. Asano,349.0
G. Torres,301.0
S. Napoleoni,270.0
A. Konradsen,276.0
K. Günter,256.0
S. Medojević,264.0
Anuar,292.0
Sastre,245.0
G. Pinzi,263.0
Jona,276.0
Daniel Amora,245.0
P. Toranzo,227.0
Carlinhos,283.0
E. Hestad,295.0
Fernando,313.0
S. Adamyan,298.0
Fede,270.0
Nathan Otávio,254.0
M. Wittek,299.0
Rafa Navarro,296.0
N. Taylor,276.0
M. Schäffler,277.0
E. Ávila,297.0
A. Mazzotta,290.0
P. Frankowski,325.0
P. Budkivskyi,261.0
J. Flum,210.0
Y. Ngbakoto,301.0
R. Bonevacia,295.0
K. Shibasaki,273.0
D. Lainez,313.0
M. Navarrete,241.0
F. Valiani,281.0
J. Maghoma,313.0
Alex López,255.0
Hernán,241.0
A. Werner,176.0
B. Bjarnason,288.0
Pichu Atienza,178.0
F. Campos,294.0
Christian Rivera,239.0
Johannesson,301.0
C. Acevedo,143.0
A. Budimir,245.0
J. Troisi,291.0
A. Tuia,251.0
V. Pálsson,256.0
M. Tahrat,219.0
E. Korkmaz,208.0
Jeong Jae Yong,249.0
L. Mousset,284.0
C. Michelin,260.0
F. Ojo,290.0
Jeong Woon,294.0
M. Bodmer,154.0
K. Smith,282.0
A. Wisdom,270.0
S. Doi,287.0
Thiago Carleto,286.0
D. Stracqualursi,206.0
C. Maxwell,197.0
Alberto Martín,224.0
S. Birnbaum,201.0
J. Dilrosun,318.0
A. Kali,267.0
D. Fox,225.0
L. Castro,300.0
I. Nedelcearu,233.0
A. Orión,207.0
D. Milošević,269.0
J. Minala,250.0
S. Çinaz,215.0
A. Turan,292.0
S. Dursun,252.0
C. Leemans,255.0
Kwon Soon Hyung,245.0
Errasti,259.0
M. Camporese,251.0
M. Al Buraik,291.0
J. de Wijs,184.0
Murilo Freitas,306.0
W. Rémy,267.0
C. Valenzuela,288.0
F. Pizzini,305.0
A. Ignjovski,287.0
M. El-Munir,313.0
R. Del Castillo,303.0
M. Diaby,316.0
G. Garza,282.0
L. Jans,285.0
Aguza,244.0
R. Fernández,271.0
N. Wells,301.0
D. Croce,310.0
E. Loeschbor,217.0
P. Schuurs,255.0
B. Kololli,294.0
K. Sigþórsson,243.0
M. Koné,314.0
R. Fiamozzi,317.0
L. Pico,266.0
E. Bello,296.0
Salvador Agra,341.0
P. McNair,254.0
D. Rodríguez,312.0
M. Stiepermann,272.0
J. Fulton,257.0
L. Abram,245.0
Z. Gano,247.0
L. Mazzoni,151.0
Y. M'Changama,306.0
T. Mings,259.0
K. Árnason,160.0
U. Bozok,302.0
Borja Fernández,175.0
H. Bazile,298.0
G. Carey,304.0
P. Souaré,281.0
Verdasca,253.0
J. Vigón,251.0
Edsinho Torres,266.0
S. Kaneko,322.0
D. Batubinsika,254.0
F. Giefer,186.0
H. Wahl,237.0
M. Albæk,245.0
Juan Dominguez,261.0
C. Avevor,258.0
David Costas,261.0
M. Faraoni,278.0
L. Mendoza,308.0
S. Romagnoli,225.0
A. Ngando,265.0
B. Vidal,234.0
C. Buonaiuto,302.0
L. Jutkiewicz,245.0
Li Xuepeng,283.0
Fábio Sturgeon,281.0
K. Mahachi,298.0
D. Barbona,305.0
M. Silva,207.0
G. Voboril,283.0
Kim Jong Woo,292.0
M. Terrazzino,281.0
A. Ferrari,279.0
Rafa Mir,272.0
P. Iemmello,295.0
M. Cerato,326.0
Aleix García,255.0
O. Linnér,159.0
Platiny,285.0
D. Petrić,196.0
A. Meijers,284.0
Jeong Seung Hyun,179.0
Flávio Rebeilo,303.0
E. Tercero,279.0
Kalindi,322.0
L. Kübler,267.0
M. Caballero,283.0
A. Rocha,266.0
M. Ingvartsen,276.0
N. Moiraghi,215.0
C. Wondolowski,226.0
M. Petržela,303.0
A. Cissokho,262.0
P. Bauer,162.0
J. López,173.0
C. Quintero,283.0
R. Wallace,291.0
P. Alvarado,256.0
A. Micai,200.0
H. Veerman,239.0
A. Salvi,307.0
B. Khuzwayo,160.0
R. Loaiza,247.0
Hugo Vieira,329.0
P. Türpitz,309.0
N. Đurđić,288.0
K. Overmeire,262.0
H. Campagnaro,191.0
F. Mancinelli,207.0
F. Ondoa,232.0
G. Ward,299.0
Campillo,252.0
E. Bush,206.0
J. Silbeira,204.0
F. Jungwirth,235.0
I. Bel Hassani,272.0
André Santos,254.0
B. Johnson,236.0
Cotán,270.0
Artur Jorge,219.0
T. Malacia,312.0
M. van Buren,304.0
Daguinho Parrela,280.0
D. Beasley,302.0
C. Zimmermann,205.0
Ademilson,336.0
Jorginho,280.0
Lee Chung Yong,291.0
C. Eiting,269.0
F. Ballas,163.0
J. Komar,227.0
Y. Gomis,289.0
Rodrigo,288.0
S. Winnall,300.0
T. Delaine,287.0
L. Quintana,230.0
Rogério,297.0
L. Nielsen,263.0
D. Batth,155.0
J. Giraudon,241.0
Vítor Bruno,305.0
K. Watanabe,232.0
V. Ulloa,241.0
Zhang Linpeng,271.0
T. Eisfeld,274.0
J. Cristaldo,300.0
Bernardo Motinho,283.0
C. Walton,161.0
Sergi Palencia,302.0
V. Lampropoulos,268.0
L. Tremolada,298.0
M. Pátkai,291.0
F. Al Ansari,242.0
José Semedo,232.0
G. Giakoumakis,275.0
M. Leovac,292.0
T. Figueroa,183.0
Pol Llonch,295.0
B. Angulo,298.0
E. Bennett,292.0
C. Nhamoinesu,308.0
B. Rabello,300.0
J. Insaurralde,219.0
A. Bernardini,236.0
J. Walker,312.0
A. Sørloth,246.0
David Raya,200.0
M. Cassierra,280.0
A. Tchouaméni,276.0
J. Siebatcheu,256.0
V. Angban,259.0
Edu Expósito,249.0
A. Nordin,296.0
Rodri,317.0
M. Pisano,297.0
G. Whelan,217.0
M. Parkhurst,230.0
J. Zárate,311.0
P. Kanstrup,258.0
G. Scognamiglio,214.0
E. Ersoy,238.0
L. Licht,282.0
Borja Herrera,282.0
E. Brignola,289.0
M. Maddison,292.0
M. Cavion,256.0
C. Mosquera,331.0
R. Gudiño,192.0
V. Malcorra,298.0
Milton Menceiros,288.0
Jamiro Monteiro,304.0
L. Bridcutt,271.0
Luisinho,299.0
E. Elmas,268.0
N. Pérez,255.0
D. Ndlovu,283.0
Y. Reyna,322.0
D. Kownacki,284.0
H. Faik,229.0
C. Mepham,246.0
D. Rudd,219.0
Bruno Gallo,270.0
M. Peybernès,206.0
D. Böde,247.0
T. Schröck,256.0
I. Brown,289.0
J. Morris,319.0
J. Taravel,218.0
A. Lusamba,283.0
Felipe,220.0
Z. Touré,264.0
I. Hajrović,285.0
T. Kempe,279.0
V. Giraldo,311.0
A. Wooten,281.0
U. Đurđević,286.0
A. Bastía,221.0
S. Allagui,291.0
M. Müller,164.0
P. Galdames,290.0
O. Benítez,287.0
E. Löwen,259.0
A. Fathi,291.0
I. Sylla,277.0
A. Tziolis,173.0
J. Une Larsson,261.0
Pedro Pinto,230.0
G. Hairemans,242.0
E. Oztumer,316.0
S. Mugoša,264.0
O. Oularé,235.0
T. Sparv,224.0
Matheus,207.0
M. Jurman,218.0
F. Malbašić,312.0
N. Domínguez,280.0
J. Ramaré,209.0
Yang Han Been,183.0
S. Magnasco,293.0
L. Mancuso,305.0
Nuno André Coelho,173.0
E. Ambrose,254.0
S. Kitsiou,293.0
Eltson Marques,205.0
C. De Norre,294.0
Eloi Amagat,208.0
R. Abdullah,259.0
M. Ordóñez,257.0
L. Robertone,277.0
I. Mathew,307.0
P. Velthuizen,186.0
K. Erasmus,295.0
K. Mokotjo,269.0
C. Guzmán,283.0
A. Fink,299.0
D. Łukasik,234.0
J. Chunga,207.0
C. Lombardi,289.0
E. Hackman,289.0
Aleix Febas,278.0
A. Isak,297.0
R. Munsy,289.0
E. Hussain,286.0
Magno,261.0
N. Bodurov,256.0
Álvaro Peña,253.0
B. Riveros,319.0
J. Villota,279.0
V. Fındıklı,170.0
L. Chambers,238.0
D. Batallini,283.0
Z. Zlámal,256.0
D. Odoi,315.0
Juanjo,271.0
M. Jahfali,251.0
M. Bunn,212.0
David Batanero,224.0
M. Lukač,189.0
M. Wilson,237.0
A. Jansen,260.0
A. Sobiech,269.0
L. Manyama,262.0
S. Morison,226.0
A. Sepúlveda,294.0
R. Murawski,297.0
Pinillos,281.0
P. Celeban,246.0
J. Williams,241.0
N. Fernández,306.0
S. Taniguchi,255.0
A. Bogdán,210.0
M. Ritter,301.0
L. Ridgewell,251.0
C. Labrín,227.0
S. Eduok,297.0
J. Buijs,263.0
M. Olsson,305.0
M. Murillo,275.0
A. Spörle,284.0
J. Rodríguez,281.0
B. Halimi,296.0
O. Ruisalvo,294.0
K. Mac Allister,282.0
V. Rüfli,272.0
A. Aseri,323.0
J. Greguš,267.0
D. Ward,280.0
F. Hartherz,282.0
Allan,272.0
Luis Felipe,267.0
F. Kiss,213.0
U. Ceylan,221.0
P. Filipović,272.0
Cifu,299.0
F. Álvarez,281.0
Caio Tafarell,265.0
E. Eze,291.0
A. Balzano,279.0
J. Olsson,163.0
J. Lefort,260.0
I. Höhn,241.0
J. Gyau,338.0
M. Al Sahlawi,270.0
Alberto,259.0
Luciano Cacheira,177.0
M. Gaus,302.0
C. Lampe,167.0
A. Vellios,243.0
J. Sánchez,278.0
F. Fielding,195.0
N. Theuerkauf,250.0
M. Sadlok,279.0
H. Olvera,263.0
S. Mosquera,193.0
V. Kalitvintsev,276.0
S. Papagiannopoulos,271.0
I. Pettersson,134.0
C. Evans,258.0
A. Richards,269.0
S. Dursun,246.0
R. Leipertz,298.0
R. Pasveer,211.0
D. Daube,275.0
Iñaki Astiz,238.0
S. Bigalke,327.0
M. Silvestri,246.0
S. Muwashar,331.0
A. Powell,321.0
P. Kirkevold,260.0
S. Roudet,248.0
S. Gonther,252.0
I. Ghaleb,284.0
P. Sotiriou,283.0
W. Faes,245.0
S. Tecl,300.0
M. Guanini,183.0
J. Brix-Damborg,225.0
M. de los Santos,220.0
F. Andrada,291.0
Z. Youssouf,274.0
S. Ciss,290.0
S. Mockenhaupt,270.0
N. Cozza,263.0
M. Valoti,279.0
Y. Salmier,211.0
C. Benschop,237.0
Gégé,223.0
L. Morosini,292.0
Sandeiro Leal,263.0
M. Pongračić,259.0
L. Ibáñez,310.0
M. O'Halloran,339.0
M. van Duinen,287.0
R. Zwinkels,194.0
F. Mazzeo,266.0
C. Auzqui,301.0
J. Quintero,236.0
B. Watson,223.0
Gustavo Cascardo,308.0
T. Bradshaw,322.0
J. Pelupessy,272.0
J. Fojut,213.0
M. Brighi,226.0
L. Boussaha,323.0
D. Bomheuer,237.0
B. Sangaré,191.0
Y. Cabral,192.0
S. Breitkreuz,246.0
K. Rowe,269.0
Roldão Riso,271.0
C. Rizzuto,292.0
D. van Mieghem,328.0
A. El Messaoudi,237.0
Y. Cabrera,308.0
S. Ay,250.0
A. Gojak,289.0
L. Gülen,293.0
N. Eliasson,321.0
Y. Komai,308.0
S. Marinos,276.0
D. Verhulst,142.0
Núrio,309.0
S. Sparagna,226.0
H. Halldórsson,165.0
M. Prietl,256.0
Nono,302.0
J. Berget,287.0
M. Jacobs,302.0
J. Brillante,276.0
P. van Anholt,275.0
P. Ziereis,271.0
R. Bezjak,293.0
A. Vega,290.0
S. Bentivoglio,273.0
Juan Muñoz,273.0
Linares,262.0
S. De Petter,210.0
Renatao Baumer,241.0
A. Ivan,313.0
I. Šunjić,245.0
S. Andrist,322.0
Q. Cornette,314.0
Carvamelinho,247.0
R. Oudin,275.0
C. Stengs,304.0
I. González,173.0
S. Dallas,279.0
S. Walsh,268.0
U. Radaković,221.0
P. Schobesberger,332.0
Jaimosa Cavaco,288.0
M. Turner,174.0
Alfaro,249.0
M. Havel,243.0
J. Hegeler,218.0
M. Fares,283.0
C. Techera,306.0
F. Tomori,296.0
H. Takahashi,253.0
A. Rivas,259.0
J. Mosquera,298.0
A. Linde,187.0
C. Bonilla,233.0
Diego Capel,303.0
Leandrinho,289.0
Susaeta,263.0
M. Zimmermann,277.0
E. Demir,292.0
Marco Sangalli,299.0
T. Hayashi,153.0
R. Bormuth,263.0
E. Hernández,271.0
B. Martella,272.0
E. Oikonomou,250.0
L. Choutesiotis,240.0
J. Blaswich,167.0
J. Huth,225.0
I. Sackey,207.0
Jang Hyeon Soo,235.0
A. Rosati,172.0
J. Cabrera,307.0
Anderson Lopes,318.0
N. Byrne,311.0
A. Trajkovski,287.0
Alex Geijo,257.0
Iván Sánchez,317.0
J. Carranza,145.0
E. Ocansey,331.0
B. Uphoff,171.0
Wu Xi,266.0
C. Skuse,233.0
E. Rexhbeçaj,261.0
G. Åsen,265.0
M. Laba,273.0
G. Carabajal,276.0
T. Fontaine,253.0
J. Villafaña,298.0
B. Tashchy,257.0
J. Vaughan,292.0
J. Moya,223.0
N. Sangaré,310.0
Kim Kwang Suk,260.0
M. Rojas,321.0
E. Taşkıran,236.0
M. Gersbeck,188.0
U. Çiftçi,284.0
Lucas Galvão,288.0
B. Riascos,298.0
E. Saveljich,191.0
Tang Miao,296.0
J. Mees,287.0
C. Cáceda,144.0
O. Fernández,270.0
Jeffrén,289.0
K. Manneh,338.0
G. Larsonneur,196.0
O. Kúdela,287.0
E. Bourgaud,265.0
P. Huspek,321.0
G. Maluleka,280.0
T. Jurić,237.0
F. Scaglia,210.0
David Rodríguez,297.0
H. Kekana,276.0
C. Dibon,264.0
R. Petretta,298.0
M. Scozzarella,327.0
M. Kaye,284.0
Y. Toyokawa,328.0
L. Bittante,286.0
E. Velarde,279.0
D. Jones,257.0
M. Cahais,222.0
M. Olivera,238.0
M. Sax,295.0
A. Mühling,281.0
P. Bråtveit,198.0
F. Píriz,245.0
Ricardo Lopes,276.0
P. Hamel,244.0
K. Mączyński,276.0
M. Hamdy,261.0
R. Pröpper,220.0
C. N'Doye,230.0
Fernando Karanga,251.0
C. Carter-Vickers,243.0
E. Cobbaut,258.0
M. Dąbrowski,185.0
F. Picault,322.0
R. Romo,219.0
A. Corzo,275.0
L. Dickmann,277.0
Luis Pérez,324.0
A. Barkok,273.0
M. Watkins,302.0
H. Arslan,266.0
A. Camargo,243.0
F. Müller,194.0
B. Behrendt,254.0
L. Zingerle,143.0
Mei Fang,236.0
M. Svanberg,286.0
D. Bernhardt,171.0
K. D'Haene,295.0
J. Malagón,234.0
Paulo Fajarda,240.0
Germán,219.0
B. Idowu,308.0
B. Mkhwanazi,252.0
Toché,239.0
Hélder Ferreira,280.0
G. Mandjeck,284.0
S. Morsy,283.0
T. Antonis,260.0
M. Duffy,284.0
A. Ndour,268.0
Rafael Costa,251.0
K. Walker-Peters,278.0
C. Luna,247.0
J. Bidwell,265.0
F. Noguera,193.0
T. Weah,300.0
J. Paganoni,295.0
A. Collin,191.0
Ripa,292.0
Galán,279.0
M. Bolados,292.0
Sandro Maceira,281.0
R. Ibarra,313.0
N. Al Shamrani,288.0
R. Holmes,295.0
J. Cordoval,308.0
M. Radović,255.0
G. Zigoni,255.0
J. Corona,289.0
W. Bruin,256.0
J. Glad,261.0
D. Gordon,202.0
P. Rodríguez,301.0
E. Konsa,290.0
O. Darfalou,284.0
L. Murphy,247.0
Chuli,300.0
D. Suzuki,277.0
A. Gholizadeh,294.0
I. Ouali,327.0
B. Holman,268.0
J. Gyamerah,283.0
Cai Huikang,243.0
M. Pittón,271.0
T. Kuszczak,189.0
L. Blessing,331.0
D. Meyler,240.0
J. Czerwiński,251.0
R. Vilchis,304.0
G. Valsvik,201.0
A. Giannou,241.0
J. Hobbs,206.0
R. Gíslason,287.0
C. M'Bengue,268.0
I. Jiménez,268.0
A. Al Khaibari,271.0
S. Yatabaré,269.0
J. Lowe,257.0
E. Jelenič,320.0
M. Abero,281.0
A. Teikeu,197.0
E. Castillo,318.0
M. Wagué,307.0
P. Klandt,201.0
Farley,278.0
Luís Martins,276.0
S. Riether,244.0
L. Diarte,263.0
G. Bojanich,175.0
B. Mansilla,333.0
Fran Villalba,267.0
L. Peltier,240.0
M. Knaller,193.0
Baena,197.0
P. Ziegler,262.0
S. Wangberg,213.0
N. Thomsen,268.0
D. Boer,176.0
D. Hernández,296.0
A. Šporar,282.0
J. Jantscher,274.0
E. Huws,263.0
U. Matić,274.0
A. Ashraf,274.0
W. Bakhashwain,265.0
H. Aiesh,323.0
S. Prevljak,281.0
A. Aldrete,285.0
L. De Bock,276.0
J. Hunt,304.0
L. Ceballos,313.0
Javi Muñoz,257.0
Alson Botelho,255.0
O. De Wolf,168.0
J. Arp,292.0
J. Ardaiz,289.0
L. Moult,263.0
Arthur Caike,285.0
I. Rivas,272.0
N. Onuoha,256.0
Mika,163.0
V. Klonaridis,303.0
C. Stanković,210.0
M. Gómez,285.0
L. Klünter,310.0
A. Farrell,296.0
G. Tutino,289.0
E. Kouassi,279.0
I. Cardona,276.0
G. Bruno,271.0
D. Accam,325.0
Pablo Valcarce,296.0
Filipe Ferreira,286.0
E. Triverio,252.0
Wellington,302.0
B. Nehrig,267.0
F. Campbell,287.0
M. Yatabaré,253.0
E. Lenjani,304.0
F. Bredlow,198.0
Y. Takahagi,221.0
D. Arzani,297.0
A. Bencharki,293.0
B. Ampuero,222.0
G. Puşcaş,274.0
C. Chávez,293.0
V. Marcel,283.0
I. Pillud,283.0
B. Dja Djédjé,282.0
M. Bakić,249.0
P. Sané,278.0
J. Clarke-Salter,237.0
I. Radu,170.0
D. Gibson,212.0
H. Özmert,221.0
L. Spendlhofer,269.0
Pomares,279.0
A. Costa,252.0
Pedro Porro,292.0
Y. Stark,271.0
M. Tanković,288.0
R. Lindgren,214.0
Raúl Llorente,291.0
M. García,295.0
M. Kucharczyk,326.0
M. Havenaar,208.0
F. Bahlouli,278.0
C. Roberts,272.0
Servando,261.0
Lucas João,270.0
K. Kodro,240.0
Lucas Tagliapietra,195.0
G. Maroni,301.0
O. Altman,281.0
J. Legear,270.0
Crislan,297.0
S. Hakšabanovič,292.0
M. Christiansen,250.0
D. Sundgren,273.0
A. Parot,268.0
M. Petković,286.0
C. Charisis,282.0
Diogo Coelho,245.0
M. Ibarra,298.0
Riqui Puig,272.0
M. Pereira,330.0
Ilori,269.0
M. Zeffane,286.0
Tomás Podstawski,243.0
Jo Sung Jin,262.0
H. Yamada,295.0
Antonaldo Laforte,241.0
C. Beck,213.0
E. Rivière,285.0
I. Parlak,280.0
B. Montenegro,299.0
V. Demarconnay,195.0
A. Ajagun,312.0
G. Madine,226.0
F. Cordero,295.0
R. Stearman,220.0
H. ter Avest,277.0
J. Medina,270.0
V. Anita,296.0
C. McManaman,293.0
Oriol Rosell,231.0
Paulo Daineiro,322.0
R. Vincelot,257.0
R. Lenis,287.0
M. Mier,249.0
Y. de Lanlay,322.0
J. Gómez,292.0
I. Lichnovsky,263.0
C. Muñoz,300.0
J. MacDonald,160.0
G. Boyd,258.0
E. Lichaj,279.0
M. Wittek,238.0
C. Jenkinson,260.0
A. Öztürk,265.0
J. Pérez,307.0
Zhang Chengdong,272.0
F. Renzetti,305.0
B. Paulsen,248.0
F. Aristeguieta,236.0
A. Ramos,330.0
V. Nelsson,251.0
Ever Sineiro,307.0
M. Costanzo,265.0
Yohan Tavares,221.0
D. Texeira,272.0
D. Toth,290.0
L. Barrera,299.0
K. Bua,309.0
I. Anya,328.0
P. Hoban,256.0
Hugo Basto,243.0
Kanu,255.0
C. Arango,278.0
M. Karl,177.0
Y. Movsisyan,279.0
Puado,259.0
M. Abu,281.0
D. Moberg Karlsson,303.0
E. Rescaldani,188.0
J. Narváez,279.0
J. Hoogma,263.0
S. Beitashour,286.0
M. Janko,185.0
S. Willems,260.0
O. Scarione,268.0
Alex,297.0
S. Gallagher,263.0
J. Blanco,302.0
O. Hamzaoui,284.0
G. Milović,215.0
P. Hosiner,305.0
Caro,263.0
Felipe Pires,295.0
S. Chernik,127.0
Renato Rochela,257.0
J. Henry,287.0
L. James,289.0
P. Reulet,173.0
M. Miloš,293.0
L. Valzania,269.0
J. George,309.0
G. Robail,270.0
B. Beckeles,248.0
R. Brežančić,273.0
D. Camara,288.0
O. Barreto,304.0
J. Igbekeme,284.0
D. Álvarez,262.0
S. Neumann,209.0
Diego Barcelos,272.0
M. Wallace,220.0
D. Bottinelli,247.0
C. McLaughlin,275.0
C. Gamboa,326.0
J. Vanlerberghe,269.0
M. Osuna,260.0
K. Miller,268.0
M. Ciani,153.0
L. Vásquez,185.0
G. Troupée,297.0
A. Erdem,285.0
D. De fauw,211.0
D. Cavaré,254.0
F. Maouassa,297.0
N. Dovedan,307.0
V. Hedenstad,300.0
J. O'Shea,173.0
Y. Wildschut,291.0
P. Dawidowicz,267.0
P. Bartolomei,287.0
Rômulão Selva,309.0
K. Higashi,276.0
L. Mora,253.0
J. Abrigo,288.0
M. Diskerud,270.0
E. Torregrossa,271.0
C. Cadden,290.0
D. Dąbrowski,282.0
Fernández,333.0
Z. Yavru,296.0
L. Wallace,290.0
J. Niezgoda,302.0
L. Abubakar,236.0
C. Leitgeb,264.0
E. Pisano,275.0
F. N'Sakala,310.0
L. Thomas,207.0
Igor Rossi,196.0
A. Sadiku,264.0
K. Bistrović,255.0
V. Elm,182.0
Carlos Ruiz,257.0
M. Clarke,213.0
Witi,326.0
Auro,305.0
K. Palmer,282.0
B. Radunović,172.0
M. Diallo,178.0
Negueba,321.0
J. Repas,288.0
N. Mäenpää,193.0
P. Cibicki,319.0
T. Touré,282.0
T. Jibril,272.0
M. Morys,318.0
S. Schonlau,268.0
A. Favilli,257.0
D. Pisot,266.0
Noguera,287.0
D. Rubio,271.0
S. Hedlund,330.0
R. Dugimont,257.0
A. Montero,183.0
M. Hartel,299.0
Adrián Ortolá,218.0
D. Ismail,294.0
T. Ambrose,294.0
N. Ueda,248.0
F. Cassata,273.0
Kim Shin Wook,218.0
A. Keogh,279.0
Javi Galán,301.0
D. Melo,205.0
M. Vešović,317.0
Pedro Pereira,289.0
J. Kappelhof,264.0
Y. Okubo,239.0
F. Bordagaray,272.0
C. Akpom,302.0
R. Taylor,231.0
Kaíque Mutto,206.0
N. Barrios,289.0
G. Sauro,199.0
M. Riemann,219.0
Jung Jo Gook,264.0
Xavi Molina,273.0
S. Thesker,201.0
Ailton Cardenhas,127.0
G. Kyei,259.0
L. Wahlqvist,279.0
G. Lorenzetti,270.0
João Victor,323.0
D. Sánchez,211.0
D. Oberlin,322.0
A. Avlonitis,224.0
I. Sissoko,194.0
Aguilera,259.0
Z. Boucher,233.0
K. Misao,281.0
B. Kısa,212.0
T. Beermann,233.0
G. Courtet,274.0
F. Oreja,293.0
J. Silva,203.0
F. Ballo-Touré,298.0
S. Celozzi,300.0
P. Kitchen,251.0
T. Weilandt,289.0
M. Salvi,192.0
José Mari,268.0
L. Velázquez,314.0
Fábio China,273.0
A. Guðmundsson,273.0
Niltinho,313.0
D. Perquis,212.0
Fredy,334.0
Lee Seul Chan,305.0
S. McKenna,205.0
M. Ciofani,247.0
Paulinho,313.0
S. Posch,215.0
N. Rapp,231.0
P. Sandler,258.0
Jorge Fernandes,180.0
O. Mazuch,225.0
Nicolas,181.0
J. Lowe,332.0
J. Glesnes,235.0
J. Spence,278.0
S. Sirigu,314.0
E. Salli,321.0
C. Arrieta,306.0
Dani Nieto,324.0
S. Allagbé,173.0
